teks_bersih,label_asli,label_prediksi,benar
tidak mengunakan spinjam tolong buka spinjam jangan sulit memeinjam,negatif,netral,False
tidak buka gopaynya,netral,negatif,False
ajar top up saldo agen brilink,netral,negatif,False
bantu min pinjam,positif,netral,False
mantap bagusbanget,netral,positif,False
loding transaksi lupa pin ganti pin trima kode wa baca tidak pakai pitur truss gi mna tolong bantu saldo masak ngk ambil masak gitu tolong kasih lus tolong pliss pliss ganti pin masukin kode otp muncul tidak pakai pitur,negatif,netral,False
hmm bagus,positif,netral,False
reward tiktok syaa tidak masukk,netral,negatif,False
tidak terima pinjam,negatif,positif,False
kirim lambatt,negatif,positif,False
main game ngulang gara iklan kucing lomba lari gobllook,negatif,netral,False
ganti nomor,positif,negatif,False
aplikasi tidak buka,netral,negatif,False
komtl tidak promo wdp,negatif,netral,False
berat bukan main baik,negatif,netral,False
tidak aju pinjam kasih bintang,positif,netral,False
sekrang beli pulsa nunggu,netral,negatif,False
coin tidak min klaim bukan klaim coin event tidak bug aplikasi tolong baik sia sia ngikutin event hadiah tidak,negatif,netral,False
gabung belum tau,netral,positif,False
pinjam limit glran aju tidak,positif,negatif,False
knp tidak transaksi,positif,negatif,False
top up hasil saldo tidak nambah parah sengaja bntang biar baca,positif,negatif,False
nge freeze ram males makek game size aplikasi,negatif,netral,False
tidak qr nii tolong devolover baik,negatif,netral,False
biar keditek kasih bintang pinjam belum si acc knp,positif,netral,False
saran biar tidak sesal jangan donglot,negatif,positif,False
akun tidak main,negatif,netral,False
hadiah tidak claim mulu,negatif,netral,False
aju pinjam tolak tanpa alas kuat bayar lancar nie pinjam beli token listrik mala batal tolak kga,netral,negatif,False
bug isi ulang wdp tidak min pas isi ulang dm tolong in saldo klo emg wdp tidak,netral,negatif,False
jangan kendor,positif,negatif,False
kecewa butuh dana peruses belum kelar aduh,negatif,netral,False
pas pinjam rupiah cepat koneksi gagal,positif,netral,False
baik mulu transfer tidak tolong baik aplikasi nyaman pake aplikasi,netral,positif,False
coba pinjam,positif,netral,False
aplikasi transaksi skrg transaksi tidak data yaa bikin hambat error bgini,negatif,netral,False
ribet so asik ui cek transaksi,negatif,positif,False
aplikasi fore close,positif,netral,False
kka solusi kirim dana salah no tidak aktif transfer terima kasih,positif,netral,False
minggu tidak transaksi pd akun go pay cs tidak bantu saldo go pay butuh tolong go pay indonesia percaya amanah,negatif,positif,False
aplikasi miskin pakai pinjam receh tolak trs,positif,negatif,False
kesini maubkasih bintang klo bintang pilih aplikasi tidak manfaat riba,negatif,netral,False
layan tidak muas tanggap konsumen lambat,negatif,netral,False
min tolong min akun tidak tukar kode promo min akun nak block min,positif,negatif,False
aplikasi berat poco berat gampang close,positif,netral,False
pis top up ilmg saldo,negatif,positif,False
aplikasi gakk bergunaa isi saldoo niattmyaa mauu beli kota pas mauu bayarr koata nyaa kagakk bisaa tulis transaksi kamuu gagal baik lahh min,negatif,positif,False
aplikasi begok tolol jaring bagus lambat aplikasi,negatif,netral,False
tolong perbaikin aju gopai pinjem,positif,netral,False
coba aplikasi moga baik baik tidak belah saldo telpon potong biaya admin buruk layan,positif,netral,False
sumpah ui ux tidak min fitur highlight fitur fitur utama aneh,negatif,positif,False
verifikasi tidak email sungguh sulit nomor hilang,positif,negatif,False
baruu sayaa aju pinjam nila juta an cair uang pindah aplikasi tunggu lamaa loadingnya batalin belum masukin sandi ehh pas cek duit ilangg riwayat transaksi tidak adaa limit pinjam ilang gimanaa nihh,positif,negatif,False
malam lebaran transaksi ganggu,positif,negatif,False
suka tidak mah,negatif,positif,False
suka error verifikasi wajah ambil simpan kadang kadang tidak wajah aneh,negatif,netral,False
sangant bagus mantap,negatif,positif,False
ajuin pinjam goopay tidak,positif,netral,False
gaya aplikasi sibuk daftar sibuk trus,negatif,netral,False
jujur kecewa tukar voucher diskon suka tidak dspetinnya susah bisayah tidak dituker alas voucher tidak mah dapet,positif,negatif,False
ganggu transaksi belanja ganggua tidak bahaya krna susah dada butuh,negatif,positif,False
daftar peengen coba,positif,netral,False
neng pakai transfer ampe beli kota end pulsa tidak dapet pinjam dri klu tidak dapet pinjam wes,positif,netral,False
coin tidak manfaat aktif later sulit tidak aplikasi dana,negatif,netral,False
aplikasi ny bagus wkwkwkwk,negatif,positif,False
dana pinjam bunga golong tinggi,negatif,netral,False
tidak selancar pas knp,positif,netral,False
kasi dana pinjam,positif,netral,False
respon baik,positif,netral,False
transfer ganggu teknis,negatif,netral,False
transaksi weekly diamond pass tidak diamond moga baik aplikasi,negatif,positif,False
top up doang,positif,negatif,False
pakai tahun wort it,positif,netral,False
kecewa promo welky diamond ml kli beli dapet cashbak dapet chasbak pas beli,netral,negatif,False
hadiah kurang tolong putar hadiah tolong hokiin,negatif,positif,False
tolong akun trus pin gilir masukin tulis instal ulang aplikasi playstor,netral,negatif,False
aplikasi bagus pakai lancar isi pulsa data tunda coba tolong baik resah tolong baik,negatif,positif,False
testy gaes,netral,positif,False
kasi bintang tidak aman hilang haldo,negatif,netral,False
suka tup tap robuxnya mahal,netral,positif,False
kcewa isi saldo mlh ilang males pake aplikasi ni jngn uang sayah kuras tanda transaksi,netral,negatif,False
bagus habis uang,positif,netral,False
aplikasi top up pake,negatif,positif,False
dpt ribu perdana undang teman,positif,netral,False
bos tolong ket pinjam uang ngajuin rp bayar cicil pinjam bayar belum potong jdi pinjam tidak bulat nerima aju pinjam enam cicil batal pinjam tidak ket tolong bantu ket terima kasih,positif,netral,False
bagus sj,netral,positif,False
ganggu teknis mulu ngapain,netral,negatif,False
kadang suka ngebug akun tolong kek,netral,negatif,False
top up belum saldo,netral,negatif,False
aplikasi tidak ganggu tidak transfer kluar akun mala tidak hati pikir download,positif,negatif,False
kasih bintang biar respon tolong adakan verifikasi wajah biar nomor hilang lupa pin pake verifikasi wajah akun premium nomor hilang plus lupa pin ngk verifikasi wajah susah ganti nomor akun,positif,negatif,False
tidak saldo gratis aplikasi,netral,positif,False
kurang rangin baik jangan banyakin potong doang,negatif,netral,False
pls bikin iklan jangan maksa,positif,negatif,False
aplikasi bagus masak dowload suruh baik,netral,positif,False
kasih bintan,negatif,positif,False
tidak tidak otp wa sms,negatif,netral,False
ken dapet uang,netral,positif,False
bagus baik cepat transfer susah,negatif,positif,False
ribet pinjam pinjam darurat,positif,netral,False
aplikasi lag bug tidak tahan tidak baik henti pake aplikasi,positif,negatif,False
parah lemott error tolong baik sulit bikin kesal,negatif,netral,False
sinyal ngelag jaring hilang,negatif,netral,False
allhamdulilah semenjak uang sisa kasihin anak anak yatim dll,positif,netral,False
sekian tolak cari biaya obat bintang,negatif,positif,False
aplikasi gila uda isi saldo gabisa ngapa in,positif,negatif,False
parah aplikasi isi ribu top up ribu pake top up ribu tidak saldo sisa ribu,netral,negatif,False
aplikasi biaya transfer gratis potong admin,negatif,positif,False
tolong isi internet,positif,negatif,False
bagus jarang delay,positif,netral,False
only use this aplikasi for purchasing mobile data package but suddenly there was notification that owed to only bought mobile data package damn it,negatif,positif,False
kesini parah,negatif,netral,False
error event,negatif,netral,False
aplikasi bagus ganggu transfer ganggu,netral,positif,False
baik susah ngirim ewalet,netral,negatif,False
auto bintang saldo tidak msuk tidak coba alami,negatif,netral,False
nyesel top up tidak,positif,negatif,False
metode transfer ribet,negatif,positif,False
bagus si promo game dpt wdp rp gabisa bayar saldo abis voucher keburu hangus hadeh neng padahall,positif,negatif,False
updatean error,negatif,netral,False
aplikasi nomor waahidun,positif,negatif,False
main gopet asik coin kesini bikin males main kasih makan siang misi kasih makan ilang coin tidak main rewards skrg coinnya dikit voucher tidak gede coin voucher,negatif,netral,False
gangguam teknis mulu tidak kelar kelar ganggu,netral,negatif,False
check in reward plus tidak saldo lansung coin aplikasi belah kasih saldo lemah aplikasi,positif,netral,False
koin tidak klaim login,negatif,netral,False
thr tahun hangus tahun tidak,negatif,netral,False
semenjak tidak beli pulsa yaa,netral,negatif,False
maaf kelola aplikasi aju keluh bug tidak bayar pakai aktifitas curiga bayar tolong baik terimakasih,positif,negatif,False
tolong baik lupa pin ngk transaksi nomer ngk aktif lh fitur masak wa sms akun goggle kait kode ganti sandi ngk aplikasi saldo dlam tolong baik,negatif,netral,False
akun sakit mulu voucher gabisa dipake lelet klo games asa berat sinyal bagus bukan kentang,netral,negatif,False
aplikasi lelet gaenak nyimpan uang,negatif,positif,False
puas moga baik promo untung konsumen setia maksimal terimakasih,negatif,positif,False
dana belum hasil dana aman simpan uang dana sedot diam tanpa beritahu notif kasih bintang biar sapa tau baca klo dana iklan persen uang butuh uang sedot diam tollong,netral,negatif,False
ram muat tidak buka qris jual tolong baik sistem biar enteng,positif,netral,False
ui ubah balikin stlh ui kurang tarik,negatif,netral,False
tolong aktif normal dompet kunci blokir,positif,negatif,False
jelek ancur bayar tagih tidak klik sllu,negatif,netral,False
pulsa kuotax mahal promox tidak potong transaksi mahal,negatif,netral,False
woyy berat aplikasi elu kurang rangin process background bikin biar ringan gila buka kamera qris menit tidak buka kamera kurang rangin makan ram woy aplikasi laen tutup gara gara si,negatif,netral,False
alfamart indomaret susah tarik tunai alas dikenain biaya tidak fitur tarik tunai minimarket,netral,positif,False
akun tidak buka selaluh ganggu teknis internet bagus tolong bantu,positif,netral,False
kak maaf hapus akun ngajuin pinjam tolak hapus akun tidak jdi tolong data jaga hapus tulis tidak hubung,negatif,netral,False
bagus kasih bintang,positif,netral,False
tidak rekomendasi aplikasi sampah transfer bank biaya admin mahal sengaja ngasih bintang biar baca woy elu baca cok,positif,negatif,False
bagus apl id ff digit temu,netral,positif,False
tolong baik kirim dana kk,positif,netral,False
info tidak upgrade premium ambil foto ktp selfie gagal belum ambil foto lambang muter muter tengah doang,netral,negatif,False
baguss semogaa aman tingkat tidak kek belah download si saran yaa opsi jangan bayar tagih minimal kasih notif tidak dana bayar tagih,positif,netral,False
apps buruk telkomsel untung layan keong,negatif,positif,False
usia tahun tidak pinjam dana coba usia tidak batas pinjam dana lancar,negatif,netral,False
usaha mandiri maju,netral,positif,False
aju pinjam tidak tolak trus transaksi,positif,netral,False
tidak bayar rp wdp baik tidak lambat,negatif,netral,False
transfer via walet gin jd kurang puas langgan,negatif,netral,False
aplikasi alami top up tak transaksi,negatif,netral,False
tolong baik,negatif,netral,False
lambat gin qr mulu kocakkm,positif,netral,False
aplikasi buruk nyusahin aktivitas tidak tidak klik link baik terima kasih,negatif,netral,False
ngisi dana proses bantu aplikasi bingung,negatif,positif,False
error minggu,positif,negatif,False
uang belum msk msk,netral,negatif,False
transaksi lot mnta ampun tidak dapet paylater tidak point plus klo cuman bayar gtu doank mah platform auto uninstal alih dana cepat dapet dana cicil,negatif,netral,False
harap baik,negatif,positif,False
bagus pakai tim lapor kendala bayar qris coba transaksi muncul notifikasi baik sistem bayar transaksi gagal informasi ganggu layan qris pelihara sistem terima kasih,positif,netral,False
sayang tidak payletter,positif,netral,False
sayang opsi cair dana bank,positif,netral,False
apknya udha bagus bayar sekian terimakasih,netral,positif,False
tidak taut akun game uang sia sia habis beli saldo,netral,negatif,False
aplikasi tolong dibenerin rendem voucher,negatif,netral,False
main block puzzle tulis tidak ruang kosong aneh sistem poin kek gin tidak percaya ss gin anying,negatif,netral,False
bagus fitur kurang uang ribu ilang,negatif,positif,False
case belum clear,negatif,netral,False
hilang no handphone lupa pin solusi,negatif,netral,False
lambat buka aplikasi ngelag sblm tidak,negatif,netral,False
tidak kirim notif pinjam klo tidak ngajuin buang waktu buka notif,positif,negatif,False
login ribet kebanyaakan otp,negatif,netral,False
lumayan dapet goco isi ulang game,positif,negatif,False
suka pake aplikasi trf free admin beli terang dp cb gopaypoin tida proses jdi kecewa,negatif,positif,False
bantu lupa pin,positif,netral,False
kode otp ngirimnya,negatif,netral,False
belum penuh syrat pinjam gara belum transaksi,positif,negatif,False
cs respon cepat cs judul,negatif,netral,False
top up tidak ribetbgtt,positif,negatif,False
aplikasi delay aneh sinyal bagus delay trus buru buru,negatif,netral,False
ksi bintang aju tolak tau dmn salah,netral,negatif,False
sayang tenor bukan nambah kurang bengkak cicil,negatif,netral,False
min lupa pin nomor daftar hilang bantu ganti pin tanpa kode otp nomor hilang min,positif,negatif,False
bikin ktp tidak proses aju,positif,negatif,False
pinjam error,negatif,netral,False
saldo tidak kocak,positif,negatif,False
pinjam tidak acc kecewa,negatif,netral,False
transfer bank jam uang proses tolong bantu make uang bantu cepat kak,negatif,positif,False
top up nomor salah posisi angka solusi,positif,negatif,False
jujur bagus promo tidak si plis pas pake kode promo lanjutin bayar bilang tidak penuh syarat beli tanpa kode promo plis tolong jangan,netral,negatif,False
tidak tranfer dana,positif,negatif,False
saldo money tolong baik,netral,negatif,False
top up game uang,negatif,positif,False
tidak saldo gratis,negatif,positif,False
hadiah kartu gosok tidak,negatif,positif,False
cek saldo nfc kartu commuterline susah telknis tolong minn,negatif,netral,False
motor pajak aktip bpkb pinjam pinjam bpkb tidak alas plat nomer daerah sombing bfi bintang nol kasih nol bintang,negatif,netral,False
kasih pet tidak dimainin blank tolong baik klo transaksi alhamdulillah lancar cuman game gopat pet,positif,netral,False
bagus pinjam tolak,netral,positif,False
lelet biaya transfer tokopedia,negatif,positif,False
transaksi wdp rupiah nge lag scam,negatif,netral,False
lupa pin nomor saha hilang ribet,negatif,netral,False
tidak percaya,negatif,positif,False
aplikasi kasi bagus meme blokir nomor wa jdi tidak login kn,positif,netral,False
hadiah saldo suka,positif,netral,False
akun tidak notifikasi atur tlp atur,positif,netral,False
pake bagus kurang pinjam knp bilang kurang kemarin chat dc ancam rumah telat bayar hutang lupa tanggal bayar opsi pinjam hilang otomatis opsi tagih hilang timbang suruh dc tagih jgn ancam malu tidak pemberitahuan aplikasi terimakasih,negatif,netral,False
bagus beli pulsa top up gem,positif,netral,False
maksa klo ngeupdate,negatif,netral,False
sengaja kasih bintang baca waduk transaksi tidak ken main peet tidak kocak kgk beli pulsa rp kuota alah nipu aplikasi,positif,negatif,False
nyuruh istirahat jam kocak,positif,negatif,False
bayar pinjam delay belum selesai delay,positif,negatif,False
iye meni ganggu atuh matak te betah tidak nyaman tolong baik tidak transfer duh,negatif,netral,False
kekmana fitur top up game hilang donglot hapus,negatif,positif,False
kasih bintang pakai,negatif,netral,False
henti langgan one hapus potong one aman,positif,netral,False
transfer uang download go pay plus,negatif,positif,False
ganggu kah tidak login,positif,negatif,False
idah baya tagih tidak,negatif,netral,False
ringan mangkin kesini aplikasi mangkin berat ringan berat tidak smooth,positif,netral,False
baik fitur lengkap,positif,netral,False
tolong sayaa bru dwonload aplikasi top up uang blum,netral,positif,False
ajak teman ribu tidak,negatif,positif,False
sanget bantu,negatif,positif,False
bloon baik tidak liat jam jam sibuk baik pake duit jd tidak bloon bener,negatif,netral,False
tidak kendala fitur tolak aju,positif,negatif,False
ni aplikasi bagus leter denda tidak ribu telat tidak muncul aplikasi berat,negatif,netral,False
fitur bagus berat ram berat tolong next optimalisasi,positif,netral,False
kaget denda lambat rubah tagih ribu denda ribu uninstall,positif,negatif,False
aktif gopaylater,positif,negatif,False
sin hancur ni ni parah kecewa,positif,negatif,False
plus tampil aplikasi beda ngeleg ip pm kadang tidak scan qris cresh,negatif,netral,False
usaha mo login jangan mo daftar surat lamar mati amatt login usaha jangan iklan benci iklan,positif,negatif,False
saldo kurang tidak transaksi,netral,negatif,False
berat aplikasi abis,negatif,netral,False
tidak dibatalin,negatif,netral,False
aplikasi bagus ganggu maap kecewa,negatif,positif,False
aplkasi gonblok,negatif,positif,False
habis tampil ubah aplikasi berat jalan,negatif,netral,False
suka ganggu pake qris,negatif,netral,False
transaksi cepat kirim ewallet biaya mahal,netral,positif,False
niali daptar,netral,positif,False
bos izin saran pinjam ribu ribu ribu rbu ribu syarat ktp kk batas usia tahun baik terimakasih bos sekian aman aman jam tidak transfer transfer ganggu sistem tidak bos qiers bantu terimakasih bos selamat malam,positif,negatif,False
tidak armada buka loss tunggu semggat tidak tau tidak tindak aplikasi loss gampang kuasa pasar,positif,negatif,False
tidak saran bug beli voucher cashback saldo tidak,negatif,netral,False
perdana pakai,netral,positif,False
cuman ngetes trim,positif,netral,False
kirim walet tidak,negatif,positif,False
kirim uang dana belum,positif,netral,False
tolong baik aplikasi upgrade plus tidak foto pas tidak burem tolak plis tolong respon,negatif,netral,False
mantap minjam ratus,positif,netral,False
ken tidak dibolehin mama beli kouta,netral,negatif,False
tidak suka,negatif,positif,False
qris tidak transaksi semangkin semangkin buruk,netral,negatif,False
lambat gopaylater tinggal spaylater shopee paylater tahun transaksi toko shopee paylater tidak gopaylater toko ritel qrisnya fungsi shopee milik negara singapura percaya rakyat indonesia bandung gopaylater saham milik rakyat indonesia miris menang sesuai fakta,positif,negatif,False
takut rugi ngebagi wekly diamond pas rupiah takut rugi mah jangan wdp bilangin mah,netral,negatif,False
tingkat layan baik,netral,positif,False
tidak versi,negatif,netral,False
bagus sayang pinjeman susah dana tolong bantu,positif,netral,False
qris pending,negatif,netral,False
anae tibak ganguan sedih bnget lagan pergi tolong cepat,negatif,positif,False
belum pake merchant mending download,positif,negatif,False
kurang saldo,negatif,netral,False
spp transfer tidk pake qr,negatif,netral,False
kesini jelek dapetin promo wdp rp error gajelas abistu abis pas besok coba kasi notif vhocer kocak aplikasi nge bug pake error,positif,netral,False
transaksi gagal muat klik bayar gagal ayo baik biar suka aplikasi,negatif,positif,False
bagus tolak ngajuin paylatr,positif,netral,False
ferivikasi susah,netral,negatif,False
transaksi gagal saldo tidak,positif,negatif,False
tanpa ktp,netral,positif,False
aplikasi bagus pecernya gabisa pake tidak cesbek tulis dapet cesbek,netral,negatif,False
nunggu ennggak bnyak,negatif,positif,False
tidak pinjam bpkb jangan info dung masak item tidak klik,negatif,netral,False
aplikasi lumayan bagus,netral,positif,False
akun tidak promo voucher tolong baik cepat lapor tidak baik,negatif,netral,False
coin terkadang claim coinnya tidak tolong baik,positif,netral,False
bintang so pakai,negatif,positif,False
tidak buka bayar,positif,netral,False
kendala reward game block puzzle tolong cepat baik kendala teknis,positif,netral,False
tolong baik cepat transfer dana tidak,positif,netral,False
knp pinjam tidak acc lancar bayar bukan kalinpinjaman,netral,positif,False
suka anak belum ktp takut aman belum,netral,positif,False
sedia pitur pinjam transaksi pakai aplikasi iyaa gagal gaguna emg,negatif,positif,False
nyaman kl transfer uang,positif,netral,False
aplikasi rusak sengaja kasih bintang muncul kendala transaksi tidak tulisanya gopulsa error aplikasi gj aplikasi rusak dis like,positif,negatif,False
bayar pake kiris tidak,positif,netral,False
saran guys pake dana,positif,negatif,False
ganggu kahh beli paket data gagal mulu,netral,negatif,False
fiktur bagus,positif,netral,False
mudah transaksi coin pet,positif,netral,False
koinsaya tidak masulagi,positif,negatif,False
salah waket tidak bobot berteletele sistem ribet transaksi bolak imbang walet laut lh,negatif,positif,False
bagus transfer gratis jangan pakai laternya telat bayar denda ribu pinjam ribu,positif,negatif,False
aneh tampil ubah tidak kek dana ama shopeepay tidak nyaman gitu friendly ngerti tidak gaada menu bi fast aplikasi bi fast bank indonesia transfer virtual acount tidak gratis transfer bank kah tulis gratis biaya,negatif,positif,False
tidak aktifin pinjam,negatif,positif,False
coba belum pakai ak kasih bintang bagus kasih,positif,netral,False
aju pinjam tolak,negatif,netral,False
kurang segi layan adu tingkat spesifik,negatif,positif,False
bikin akun tolong baik,positif,netral,False
pakai mudah cepat bintang kasih tidak sesuai mekanisme pakai fitur tidak ubah pake pinjam fitur pinjam pulsa dll,negatif,positif,False
nga bisah donglot,negatif,positif,False
promo bonus kadang tidak transaksi,positif,netral,False
tingkat pelayananya biar betah,netral,positif,False
cafa ngembaliin saldo salah tranfer min,positif,negatif,False
bagus aplikasi ngebantu isi ulang tolak riwayat bayar cicil waktu belum jatuh tempo bayar tolong mudah isi ulang,positif,negatif,False
wdp ml gratis,positif,negatif,False
bagus mudah pinjam banget bayar tidak bayar akses tutup dalih tidak aju ulang juni bayar bukan pinjam tagih trs tanpa tau bayar gmna hati pakai pinjam,negatif,netral,False
fitur pinjam tolong jangan lempar aplikasi saran,negatif,netral,False
isi kuota aplikasi kuota tidak gb kceewa,negatif,netral,False
pakai gopulsa,positif,netral,False
aplikasi culun,negatif,positif,False
bug kah min coin claim tidak,negatif,netral,False
real kah bnus,negatif,positif,False
aplikasi busuk,positif,negatif,False
scam aplikasi undang teman upgrade plus tidak dapet ngundang link upgrade plus,negatif,netral,False
bantu ubah nama transfer boss,negatif,positif,False
min tidak ngasih wdp gratis kasih tau min tunggu jam muat gabisa pencet jd scam,netral,negatif,False
tidak pasang,positif,netral,False
biaya adminnya mahal ngirim wallet potong gt potong coba ngerampok,negatif,netral,False
aplikasi pas top up lelet jaring bagus baik,negatif,positif,False
aplikasi tolong,positif,netral,False
kasih bintang biar baca ngirim uang potong potong dikit klo rugi,positif,negatif,False
upgrade plus,positif,negatif,False
tolong mind bantu akun pas login kode otp no tidak aktif bantu mind bantu mind saldo biaya anak sakit rumah sakit akun login kode otp pusing mind bantu mond bantu ngak gin pakai saldo tolong min,netral,negatif,False
min ngelag hape,positif,negatif,False
jelek bagus dana,netral,positif,False
transfer nominal kurang sii,negatif,positif,False
goapay baik,negatif,positif,False
beli dm ff auto hoki,positif,negatif,False
hem aneh dikit min andal gamer top uop tidak main super sus susah top uop min gamer main ml super sus tidak main terima kasih baca terimakasih,positif,netral,False
min knp tidak beli kuota gb min,positif,negatif,False
kurang muas potong ribu transfer,negatif,netral,False
beli gift card robux tidak dapet codenya tolong baik kurung ulas developer merespon baik selesai terima kasih developer,positif,negatif,False
penuh syarat bos,positif,negatif,False
ka klo pake qris tidak,netral,negatif,False
baik bagus cepat,negatif,positif,False
terima kasih go pey,negatif,positif,False
game tanpa ganggu,positif,netral,False
biyaya lambat mahal pdahal tidak tau tagih lambat rebu utang rebu dajal darat karma amin,negatif,netral,False
tidak login pas buka nunggu jam pas nunggu install ulang aplikasi hadeh kasih bintang baca,positif,negatif,False
bagus investasi ajar uang digital coba aplikasi,netral,positif,False
plis bikin saldo unlimited,positif,negatif,False
aktivasi ulang blokir buka blokir dompet selma bln belum jam jalan blokir toolong bantu aktivasi ulang aman,positif,negatif,False
pat tidak buka layar hitam login dapet coin gin kasih star,negatif,netral,False
tidak cocok,negatif,positif,False
jual pulsa komplan nasaba,negatif,positif,False
aplikasi tutup payah driver bukan kasih sejahtera kasih aplikasi error baik baik top up bca flazz tidak multi trip nfc money tidak isi brizzi kartu kereta transjakarta,netral,negatif,False
transfer dana lancar jaya gratis,positif,netral,False
pas pakai baik rusak cemana,negatif,netral,False
baik aktivitas,positif,negatif,False
proses cepat ngk pengaruh jaring,positif,netral,False
min otomatis bayar tagih langgan aplikasi tidak,positif,negatif,False
susah mendownload,negatif,netral,False
tidak fitur tranfer,negatif,positif,False
maaf kasih bintang,negatif,netral,False
aplikasi batu ubah proses beli pulsa nomor telkomse memiliih paket data tidak bantu beli pulsa data tolong tampil rekomendasi paket,netral,positif,False
knpa akun blokir susah mnyampai kluhan dana hilang,positif,netral,False
why is it that every time try to withdraw cash at alfa the reason is that there no money available the last time was around pm at the alfa on jl agus salim batu and couldn withdraw cash for an unreasonable reason no money available is it really unavailable or what that always the excuse,netral,positif,False
bintang coba pakai,positif,netral,False
coba moga tidak kek dana hilang saldo,positif,netral,False
error tidak saran,negatif,netral,False
woii ganggu teknis tolong lahh top up tidak cek belum saldo ganggu teknis,positif,negatif,False
isi kuota pulsa ngak,negatif,netral,False
rating biar baca keluh aplikasi butuh bayar ganggu lapor cs tidak bayar pakai qris baik sistem kalah pakai aplikasi,positif,negatif,False
bner uang,positif,negatif,False
coin beranda minggu dapet coin main pet reward,positif,negatif,False
maaf bintang isi pulsa pulsa nomor top up bri gagal,negatif,netral,False
tipu cashback tipu uang hilang,netral,negatif,False
jngn mulu donk makan ruang,positif,negatif,False
bagus daftar kakak tolong ajar kk,negatif,positif,False
jangan download aplikasi transfer uang tidak no rekening kasih bintang saudara,positif,negatif,False
ruby tidak,negatif,netral,False
kesini aplikasi berat ram gb,negatif,netral,False
aplikasi kapitalis kang clickbait,negatif,positif,False
ganti email sulit nomer aktif tang aneh,negatif,netral,False
lancar kirim moga uang kaget dana lol,positif,negatif,False
rungsing baik,negatif,positif,False
top up toll potong saldo toll tidak tidak solusi uang raib kecewa,positif,negatif,False
ribet klo pinjam,negatif,positif,False
oi beli pulsa kemarin tidak uang ambil pulsa tidak hedeh lumayan,netral,negatif,False
transaksi baik ewallet bank error,negatif,netral,False
mantap jam tanpa nunggu jam,positif,negatif,False
babi aplikasi apan ni saldo potong anjink,negatif,netral,False
top up game tidak muat trs kak kasih uang tidak ribu kak pas temen belum download pas invite tidak dapet uang,positif,negatif,False
top up roblox,positif,netral,False
email tidak aktif no kode otp sulit dri email,negatif,netral,False
kebnyakan bag,negatif,positif,False
aplikasi sulit error tidak trsfer,negatif,netral,False
hadiah uang,negatif,positif,False
test yaa,positif,netral,False
pemngembalian dana transsaksi belum proses sudab minggu tunggu tau transsaksi nama one one langgan tidak tau dana cepat duit,netral,negatif,False
alami transfer hasil transfer aplikasi tidak,netral,negatif,False
tahap coba,positif,netral,False
aplikasi bagus sayang kendala responya lambat saldo potong tidak nmr,negatif,netral,False
fitur tidak kompatible hape fitur oppo tidak kompatibel saldo jdi dompet simpan uang simpan uang tabung buka playstore tidak kompatibel fitur handphone pas buka handphone iphone fitur tidak pemberitahuan developer,negatif,netral,False
akun sultan top up,positif,negatif,False
kendala spin ruby kecewa tidak spin error alas baik tidak tau beneran baik belum tolong cepat baik baik ruby spin hadiah,positif,netral,False
tak transaksi tak aplikasi,negatif,positif,False
banding grab ovo tidak ribet mitra driver,positif,negatif,False
upgrad gopayplus susah foto asli identitas sesuai tidak,netral,negatif,False
premium gimna,netral,negatif,False
baguskasi bintang,positif,netral,False
si redeem code wetv beli knpa jual tidak redeem platform nyaa,negatif,netral,False
lunasin besok aju acc tidak,positif,negatif,False
tlng ajar main game,positif,netral,False
isi ngak nunggu,positif,negatif,False
aneh kamera tidak buka nama bank beda kocak ni aplikasi,negatif,netral,False
